timestamp,price,atr,position,action,lots,pnl_usd,balance_usd,drawdown_pct,flipped
2024-01-29 13:00:00+00:00,22.98900032043457,0.07021428644657135,1,0,0.37978975527940817,98.74542329962259,10098.745423299622,0.0,False
2024-01-29 14:00:00+00:00,23.006000518798828,0.0722857117652893,1,0,0.3689064687257703,31.35741573097983,10130.102839030602,0.0,False
2024-01-29 15:00:00+00:00,23.02899932861328,0.06771428883075714,1,0,0.3938115149272438,45.28598067276674,10175.388819703368,0.0,False
2024-01-29 16:00:00+00:00,22.816999435424805,0.08071428537368774,1,0,0.3303834822200556,-350.20631470944363,9825.182504993925,0.03441699584307898,False
2024-01-29 17:00:00+00:00,22.93000030517578,0.0876428559422493,1,0,0.3042651495089815,171.91113264712914,9997.093637641054,0.017522198436001623,False
2024-01-29 18:00:00+00:00,23.06800079345703,0.09364286065101624,1,0,0.28476988508545176,196.49191594793896,10193.585553588993,0.0,False
2024-01-29 19:00:00+00:00,23.128000259399414,0.10042857378721237,1,0,0.26552868034514104,79.65789506547071,10273.243448654464,0.0,False
2024-01-29 20:00:00+00:00,23.118999481201172,0.10042857378721237,1,0,0.26552868034514104,-11.949823785292821,10261.293624869171,0.0011631987351432079,False
2024-01-29 21:00:00+00:00,23.09000015258789,0.10135713964700699,-1,1,0.26309608538218654,33.280771604759195,10294.57439647393,0.0,True
2024-01-29 22:00:00+00:00,23.17300033569336,0.10435714572668076,-1,0,0.2555327331058409,-106.04631818612836,10188.528078287802,0.010301185275075713,False
2024-01-29 23:00:00+00:00,23.183000564575195,0.09964285790920258,-1,0,0.267622459112549,-13.381429225226348,10175.146649062575,0.011601037868283428,False
2024-01-30 01:00:00+00:00,23.179000854492188,0.09735714644193649,1,1,0.2739055903057608,-10.544968177347368,10164.601680885227,0.012625360756363174,True
2024-01-30 02:00:00+00:00,23.209999084472656,0.0966428592801094,1,0,0.2759300259253753,42.76671201075744,10207.368392895985,0.008471064486921826,False
2024-01-30 03:00:00+00:00,23.15399932861328,0.09857142716646194,1,0,0.2705314048221081,-75.74846311165898,10131.619929784327,0.01582916013948263,False
2024-01-30 04:00:00+00:00,23.148000717163086,0.0974285677075386,-1,1,0.27370480028723304,3.1457049395682763,10134.765634723895,0.015523590932012917,True
2024-01-30 05:00:00+00:00,23.1299991607666,0.09592857211828232,-1,0,0.2779846095674425,25.02077813241503,10159.78641285631,0.013093108896642395,False
2024-01-30 06:00:00+00:00,23.121000289916992,0.08971428871154785,-1,0,0.29723990514378584,13.37411758869535,10173.160530445006,0.011793966545184314,False
2024-01-30 07:00:00+00:00,23.121000289916992,0.07214285433292389,-1,0,0.3696369780935026,-0.0,10173.160530445006,0.011793966545184314,False
2024-01-30 08:00:00+00:00,23.163999557495117,0.06478571146726608,1,1,0.4116133953415777,80.88052481134606,10254.041055256352,0.003937349875431672,True
2024-01-30 09:00:00+00:00,23.19099998474121,0.060928571969270706,-1,1,0.43767096133666405,-67.18342753122083,10186.85762772513,0.01046345041575442,True
2024-01-30 10:00:00+00:00,23.158000946044922,0.05671428516507149,-1,0,0.4701931195825694,77.57960473917039,10264.4372324643,0.002927480325942565,False
2024-01-30 11:00:00+00:00,23.104000091552734,0.05942857265472412,-1,0,0.4487179394597303,121.15576078399549,10385.592993248296,0.0,False
2024-01-30 12:00:00+00:00,23.089000701904297,0.056857142597436905,-1,0,0.46901172743532377,35.17444824744593,10420.767441495742,0.0,False
2024-01-30 13:00:00+00:00,23.0939998626709,0.05307142809033394,-1,0,0.5,-12.497901916503906,10408.269539579238,0.0011993264398874276,False
2024-01-30 14:00:00+00:00,23.10099983215332,0.05492857098579407,-1,0,0.4854789809397531,-16.991690254677714,10391.27784932456,0.0028298867944939548,False
2024-01-30 15:00:00+00:00,23.107999801635742,0.059928569942712784,1,1,0.4449741866383941,7.342006181860982,10398.619855506422,0.002125331566380384,True
2024-01-30 16:00:00+00:00,23.24799919128418,0.06964285671710968,1,0,0.38290598524672753,268.03302113637733,10666.6528766428,0.0,False
2024-01-30 17:00:00+00:00,23.027999877929688,0.09000000357627869,-1,1,0.29629628452249585,320.4434144585156,10987.096291101316,0.0,True
2024-01-30 18:00:00+00:00,23.104999542236328,0.09407142549753189,1,1,0.2834725478605884,103.89221299164625,11090.988504092962,0.0,True
2024-01-30 19:00:00+00:00,23.106000900268555,0.09564285725355148,1,0,0.27881503577385797,1.3959683778884453,11092.38447247085,0.0,False
2024-01-30 20:00:00+00:00,23.075000762939453,0.09757142513990402,-1,1,0.2733040603683577,37.30619190328614,11129.690664374137,0.0,True
2024-01-30 21:00:00+00:00,23.145999908447266,0.10078571736812592,1,1,0.26458775472383184,89.03264902372283,11218.723313397859,0.0,True
2024-01-30 22:00:00+00:00,23.155000686645508,0.09678571671247482,-1,1,0.2755227483191835,-17.496766574860274,11201.226546822998,0.001559604073127067,True
2024-01-30 23:00:00+00:00,23.14299964904785,0.09128571301698685,1,1,0.29212311308452527,-22.9331799084226,11178.293366914575,0.0036037921030640588,True
2024-01-31 01:00:00+00:00,23.1299991607666,0.0876428559422493,1,0,0.3042651495089815,-19.777977552921463,11158.515389361653,0.0053667357999909555,False
2024-01-31 02:00:00+00:00,23.128999710083008,0.08657142519950867,-1,1,0.30803081507792834,-4.159262035453797,11154.3561273262,0.005737478701768913,True
2024-01-31 03:00:00+00:00,23.06800079345703,0.08971428871154785,-1,0,0.29723990514378584,90.65656095889487,11245.012688285095,0.0,False
2024-01-31 04:00:00+00:00,23.058000564575195,0.08857142925262451,-1,0,0.3010752665016126,15.05410787837939,11260.066796163474,0.0,False
2024-01-31 05:00:00+00:00,23.05900001525879,0.08699999749660492,1,1,0.30651341878145705,-4.138773017798032,11255.928023145676,0.00036756203073393286,True
2024-01-31 06:00:00+00:00,23.069000244140625,0.08271428942680359,-1,1,0.3223949193235894,-22.08442092537103,11233.843602220304,0.002328866641546409,True
2024-01-31 07:00:00+00:00,23.051000595092773,0.07357142865657806,-1,0,0.3624595465060002,32.620723155757176,11266.46432537606,0.0,False
